,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,450 ,301 ,12 ,23 ,24 ,191.90 , 151.0 ,"71,681 ","10,467 ",19.33 ,7.39 ,"3,190.0 ",695.5 ,"3,543 ","1,062 ","4,770.00 ",297.82 ,X,X,,,,,,,,,,,,,,,,,,
,,500 x 200,496 ,199 ,9 ,14 ,20 ,101.30 , 79.5 ,"41,869 ","1,845 ",20.33 ,4.27 ,"1,690.0 ",185.4 ,"1,915 ",290 ,"1,070.00 ",60.89 ,,,,,,,,,,,,,,,,,,,,
,,,500 ,200 ,10 ,16 ,20 ,114.20 , 89.6 ,"47,846 ","2,141 ",20.47 ,4.33 ,"1,910.0 ",214.1 ,"2,175 ",335 ,"1,250.00 ",85.83 ,,,,,,,,,,,,,,,,,,,,
,,,506 ,201 ,11 ,19 ,20 ,131.30 , 103.0 ,"56,516 ","2,581 ",20.75 ,4.43 ,"2,230.0 ",256.8 ,"2,541 ",401 ,"1,520.00 ",130.74 ,,,,,,,,,,,,,,,,,,,,
,,,514 ,202 ,12 ,23 ,20 ,152.50 , 120.0 ,"68,104 ","3,171 ",21.13 ,4.56 ,"2,650.0 ",313.9 ,"3,017 ",490 ,"1,900.00 ",210.38 ,X,X,,,,,,,,,,,,,,,,,,
,,500 x 300,482 ,300 ,11 ,15 ,26 ,145.50 , 114.0 ,"60,367 ","6,764 ",20.37 ,6.82 ,"2,500.0 ",450.9 ,"2,791 ",695 ,"3,680.00 ",122.30 ,,,,,,,,,,,,,,,,,,,,
,,,488 ,300 ,11 ,18 ,26 ,163.50 , 128.0 ,"70,952 ","8,114 ",20.83 ,7.04 ,"2,910.0 ",540.9 ,"3,228 ",830 ,"4,470.00 ",170.20 ,,,,,,,,,,,,,,,,,,,,
,,,494 ,300 ,11 ,21 ,26 ,181.50 , 142.0 ,"81,801 ","9,464 ",21.23 ,7.22 ,"3,310.0 ",630.9 ,"3,670 ",965 ,"5,290.00 ",237.43 ,X,X,,,,,,,,,,,,,,,,,,
,,520 x 300,490 ,285 ,17 ,31 ,18 ,252.20 , 198.0 ,"105,543 ","11,983 ",20.46 ,6.89 ,"4,310.0 ",840.9 ,"4,892 ","1,293 ","6,300.00 ",663.28 ,,2 ,,,,,,,,,,,,,,,,,,
,,,496 ,287 ,19 ,34 ,18 ,279.30 , 219.0 ,"117,968 ","13,426 ",20.55 ,6.93 ,"4,760.0 ",935.6 ,"5,437 ","1,443 ","7,150.00 ",882.89 ,,2 ,,,,,,,,,,,,,,,,,,
,,,502 ,289 ,21 ,37 ,18 ,306.50 , 241.0 ,"130,796 ","14,924 ",20.66 ,6.98 ,"5,210.0 ","1,030.0 ","5,992 ","1,596 ","8,050.00 ","1,150.00 ",,2 ,,,,,,,,,,,,,,,,,,
,,,508 ,291 ,23 ,40 ,18 ,334.00 , 262.0 ,"144,036 ","16,479 ",20.77 ,7.02 ,"5,670.0 ","1,130.0 ","6,559 ","1,755 ","9,000.00 ","1,460.00 ",,2 ,,,,,,,,,,,,,,,,,,
,,,516 ,292 ,24 ,44 ,18 ,362.50 , 285.0 ,"160,438 ","18,315 ",21.04 ,7.11 ,"6,220.0 ","1,250.0 ","7,222 ","1,942 ","10,170.00 ","1,890.00 ",,2 ,,,,,,,,,,,,,,,,,,
,,,526 ,295 ,27 ,49 ,18 ,407.40 , 320.0 ,"183,892 ","21,045 ",21.25 ,7.19 ,"6,990.0 ","1,430.0 ","8,190 ","2,215 ","11,930.00 ","2,620.00 ",,2 ,,,,,,,,,,,,,,,,,,
,,,536 ,298 ,30 ,54 ,18 ,453.00 , 356.0 ,"208,537 ","23,924 ",21.46 ,7.27 ,"7,780.0 ","1,610.0 ","9,189 ","2,499 ","13,830.00 ","3,530.00 ",2 ,2 ,,,,,,,,,,,,,,,,,,
,,,544 ,301 ,33 ,58 ,18 ,493.20 , 387.0 ,"229,942 ","26,502 ",21.59 ,7.33 ,"8,450.0 ","1,760.0 ","10,054 ","2,750 ","15,570.00 ","4,450.00 ",2 ,2 ,,,,,,,,,,,,,,,,,,
,,,556 ,304 ,36 ,64 ,18 ,546.00 , 429.0 ,"261,555 ","30,148 ",21.89 ,7.43 ,"9,410.0 ","1,980.0 ","11,279 ","3,102 ","18,140.00 ","5,960.00 ",2 ,2 ,,,,,,,,,,,,,,,,,,
,,,568 ,307 ,39 ,70 ,18 ,599.50 , 471.0 ,"294,943 ","33,984 ",22.18 ,7.53 ,"10,390.0 ","2,210.0 ","12,546 ","3,468 ","20,930.00 ","7,770.00 ",2 ,2 ,,,,,,,,,,,,,,,,,,
,,530 x 170,530 ,166 ,10 ,14 ,20 ,100.10 , 78.6 ,"43,576 ","1,075 ",20.86 ,3.28 ,"1,640.0 ",129.5 ,"1,914 ",209 ,710.46 ,63.08 ,X,X,,,,,,,,,,,,,,,,,,
,,,536 ,166 ,10 ,17 ,20 ,110.10 , 86.4 ,"50,650 ","1,304 ",21.45 ,3.44 ,"1,890.0 ",157.1 ,"2,179 ",250 ,872.76 ,86.49 ,X,X,,,,,,,,,,,,,,,,,,
,,550 x 200,534 ,208 ,10 ,16 ,20 ,120.20 , 94.4 ,"57,293 ","2,407 ",21.83 ,4.48 ,"2,150.0 ",231.5 ,"2,439 ",362 ,"1,610.00 ",89.15 ,X,X,,,,,,,,,,,,,,,,,,
,,,536 ,209 ,11 ,17 ,20 ,129.70 , 102.0 ,"61,553 ","2,596 ",21.78 ,4.47 ,"2,300.0 ",248.4 ,"2,622 ",390 ,"1,740.00 ",109.35 ,X,X,,,,,,,,,,,,,,,,,,
,,,540 ,210 ,12 ,19 ,20 ,143.50 , 113.0 ,"68,914 ","2,944 ",21.91 ,4.53 ,"2,550.0 ",280.4 ,"2,919 ",441 ,"1,990.00 ",146.67 ,X,X,,,,,,,,,,,,,,,,,,
,,,544 ,211 ,13 ,21 ,20 ,157.30 , 123.0 ,"76,425 ","3,302 ",22.04 ,4.58 ,"2,810.0 ",313.0 ,"3,221 ",492 ,"2,250.00 ",192.10 ,X,X,,,,,,,,,,,,,,,,,,
,,,550 ,213 ,15 ,24 ,20 ,181.00 , 142.0 ,"88,668 ","3,885 ",22.13 ,4.63 ,"3,220.0 ",364.8 ,"3,719 ",577 ,"2,670.00 ",285.81 ,X,X,,,,,,,,,,,,,,,,,,
,,600 x 180,599 ,178 ,10 ,13 ,24 ,108.50 , 85.2 ,"59,324 ","1,233 ",23.38 ,3.37 ,"1,980.0 ",138.5 ,"2,316 ",225 ,"1,050.00 ",70.08 ,X,X,,,,,,,,,,,,,,,,,,
,,,603 ,179 ,11 ,15 ,24 ,121.70 , 95.5 ,"67,581 ","1,447 ",23.56 ,3.45 ,"2,240.0 ",161.7 ,"2,621 ",263 ,"1,240.00 ",94.40 ,X,X,,,,,,,,,,,,,,,,,,
,,600 x 200,596 ,199 ,10 ,15 ,22 ,120.50 , 94.6 ,"68,716 ","1,980 ",23.88 ,4.05 ,"2,310.0 ",199.0 ,"2,651 ",315 ,"1,660.00 ",83.29 ,,,,,,,,,,,,,,,,,,,,
,,,600 ,200 ,11 ,17 ,22 ,134.40 , 106.0 ,"77,632 ","2,278 ",24.03 ,4.12 ,"2,590.0 ",227.8 ,"2,979 ",361 ,"1,930.00 ",113.63 ,,,,,,,,,,,,,,,,,,,,
,,,606 ,201 ,12 ,20 ,22 ,152.50 , 120.0 ,"90,395 ","2,721 ",24.35 ,4.22 ,"2,980.0 ",270.7 ,"3,433 ",429 ,"2,320.00 ",166.18 ,,,,,,,,,,,,,,,,,,,,
,,,612 ,202 ,13 ,23 ,22 ,170.70 , 134.0 ,"103,487 ","3,176 ",24.62 ,4.31 ,"3,380.0 ",314.5 ,"3,893 ",498 ,"2,740.00 ",234.95 ,,,,,,,,,,,,,,,,,,,,
,,600 x 300,582 ,300 ,12 ,17 ,28 ,174.50 , 137.0 ,"102,710 ","7,670 ",24.26 ,6.63 ,"3,530.0 ",511.3 ,"3,963 ",793 ,"6,110.00 ",177.14 ,,,,,,,,,,,,,,,,,,,,
,,,588 ,300 ,12 ,20 ,28 ,192.50 , 151.0 ,"118,110 ","9,020 ",24.77 ,6.85 ,"4,020.0 ",601.3 ,"4,489 ",928 ,"7,260.00 ",237.41 ,,,,,,,,,,,,,,,,,,,,
,,,594 ,302 ,14 ,23 ,28 ,222.40 , 175.0 ,"137,321 ","10,585 ",24.85 ,6.90 ,"4,620.0 ",701.0 ,"5,198 ","1,085 ","8,610.00 ",354.72 ,,,,,,,,,,,,,,,,,,,,
,,,600 ,302 ,14 ,26 ,28 ,240.50 , 189.0 ,"153,466 ","11,962 ",25.26 ,7.05 ,"5,120.0 ",792.2 ,"5,739 ","1,221 ","9,830.00 ",461.24 ,X,X,,,,,,,,,,,,,,,,,,
,,,606 ,303 ,15 ,29 ,28 ,264.70 , 208.0 ,"171,793 ","13,475 ",25.48 ,7.14 ,"5,670.0 ",889.5 ,"6,377 ","1,371 ","11,190.00 ",616.79 ,X,X,,,,,,,,,,,,,,,,,,
,,650 x 350,635 ,328 ,18 ,31 ,24 ,311.40 , 244.0 ,"217,764 ","18,271 ",26.44 ,7.66 ,"6,860.0 ","1,110.0 ","7,758 ","1,721 ","16,630.00 ",827.94 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,641 ,329 ,19 ,34 ,24 ,337.50 , 265.0 ,"239,986 ","20,224 ",26.67 ,7.74 ,"7,490.0 ","1,230.0 ","8,488 ","1,899 ","18,590.00 ","1,060.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,,647 ,331 ,21 ,37 ,24 ,370.20 , 291.0 ,"264,967 ","22,421 ",26.75 ,7.78 ,"8,190.0 ","1,350.0 ","9,333 ","2,098 ","20,800.00 ","1,380.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,,653 ,332 ,22 ,40 ,24 ,396.60 , 311.0 ,"288,265 ","24,461 ",26.96 ,7.85 ,"8,830.0 ","1,470.0 ","10,085 ","2,282 ","22,920.00 ","1,700.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,,661 ,334 ,24 ,44 ,24 ,436.40 , 343.0 ,"321,740 ","27,406 ",27.15 ,7.92 ,"9,730.0 ","1,640.0 ","11,176 ","2,545 ","26,000.00 ","2,250.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,,669 ,336 ,26 ,48 ,24 ,476.50 , 374.0 ,"356,271 ","30,448 ",27.34 ,7.99 ,"10,650.0 ","1,810.0 ","12,289 ","2,815 ","29,260.00 ","2,910.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,,679 ,340 ,30 ,53 ,24 ,537.20 , 422.0 ,"404,866 ","34,869 ",27.45 ,8.06 ,"11,930.0 ","2,050.0 ","13,882 ","3,202 ","34,010.00 ","4,020.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,,689 ,342 ,32 ,58 ,24 ,585.00 , 459.0 ,"450,086 ","38,848 ",27.74 ,8.15 ,"13,060.0 ","2,270.0 ","15,282 ","3,549 ","38,490.00 ","5,190.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,700 x 250,684 ,252 ,12 ,19 ,28 ,180.00 , 141.0 ,"139,610 ","5,089 ",27.85 ,5.32 ,"4,080.0 ",403.9 ,"4,649 ",635 ,"5,600.00 ",198.76 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,688 ,253 ,13 ,21 ,28 ,197.00 , 155.0 ,"154,183 ","5,693 ",27.98 ,5.38 ,"4,480.0 ",450.0 ,"5,113 ",708 ,"6,300.00 ",256.22 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,700 x 300,692 ,300 ,13 ,20 ,28 ,211.50 , 166.0 ,"172,424 ","9,025 ",28.55 ,6.53 ,"4,980.0 ",601.6 ,"5,629 ",936 ,"10,160.00 ",260.95 ,,,,,,,,,,,,,,,,,,,,
,,,696 ,300 ,13 ,22 ,28 ,223.50 , 175.0 ,"186,873 ","9,925 ",28.92 ,6.66 ,"5,370.0 ",661.6 ,"6,046 ","1,026 ","11,240.00 ",312.89 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,700 ,300 ,13 ,24 ,28 ,235.50 , 185.0 ,"201,489 ","10,825 ",29.25 ,6.78 ,"5,760.0 ",721.6 ,"6,464 ","1,116 ","12,340.00 ",375.06 ,,,,,,,,,,,,,,,,,,,,
,,,702 ,301 ,14 ,25 ,28 ,248.50 , 195.0 ,"211,743 ","11,391 ",29.19 ,6.77 ,"6,030.0 ",756.9 ,"6,798 ","1,173 ","13,020.00 ",431.37 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,708 ,302 ,15 ,28 ,28 ,273.60 , 215.0 ,"237,141 ","12,887 ",29.44 ,6.86 ,"6,700.0 ",853.4 ,"7,560 ","1,323 ","14,860.00 ",579.27 ,,,,,,,,,,,,,,,,,,,,
,,,714 ,303 ,16 ,31 ,28 ,298.90 , 235.0 ,"263,075 ","14,410 ",29.67 ,6.94 ,"7,370.0 ",951.2 ,"8,331 ","1,474 ","16,760.00 ",759.80 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,750 x 300,758 ,265 ,14 ,19 ,28 ,208.20 , 163.0 ,"189,485 ","5,923 ",30.17 ,5.33 ,"5,000.0 ",447.0 ,"5,774 ",711 ,"8,050.00 ",248.71 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,764 ,265 ,14 ,22 ,28 ,224.10 , 176.0 ,"212,505 ","6,854 ",30.79 ,5.53 ,"5,560.0 ",517.3 ,"6,379 ",817 ,"9,390.00 ",314.17 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,768 ,266 ,15 ,24 ,28 ,242.40 , 190.0 ,"231,829 ","7,563 ",30.93 ,5.59 ,"6,040.0 ",568.7 ,"6,932 ",899 ,"10,420.00 ",393.90 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,800 x 300,792 ,300 ,14 ,22 ,28 ,243.40 , 191.0 ,"253,639 ","9,931 ",32.28 ,6.39 ,"6,410.0 ",662.1 ,"7,288 ","1,036 ","14,670.00 ",341.58 ,,,,,,,,,,,,,,,,,,,,
,,,796 ,300 ,14 ,24 ,28 ,255.40 , 200.0 ,"272,552 ","10,831 ",32.67 ,6.51 ,"6,850.0 ",722.1 ,"7,765 ","1,126 ","16,090.00 ",403.88 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,800 ,300 ,14 ,26 ,28 ,267.40 , 210.0 ,"291,657 ","11,731 ",33.03 ,6.62 ,"7,290.0 ",782.1 ,"8,243 ","1,216 ","17,520.00 ",477.19 ,,,,,,,,,,,,,,,,,,,,
,,,802 ,301 ,15 ,27 ,28 ,281.50 , 221.0 ,"305,579 ","12,308 ",32.95 ,6.61 ,"7,620.0 ",817.8 ,"8,644 ","1,274 ","18,430.00 ",544.30 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,808 ,302 ,16 ,30 ,28 ,307.60 , 241.0 ,"339,234 ","13,813 ",33.21 ,6.70 ,"8,400.0 ",914.8 ,"9,535 ","1,426 ","20,840.00 ",716.60 ,,,,,,,,,,,,,,,,,,,,
,,,814 ,303 ,17 ,33 ,28 ,333.90 , 262.0 ,"373,523 ","15,347 ",33.45 ,6.78 ,"9,180.0 ","1,010.0 ","10,435 ","1,579 ","23,330.00 ",924.00 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,850 x 300,841 ,291 ,15 ,22 ,30 ,255.30 , 200.0 ,"289,907 ","9,076 ",33.70 ,5.96 ,"6,890.0 ",623.8 ,"7,928 ",987 ,"15,150.00 ",376.52 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,845 ,291 ,15 ,24 ,30 ,267.00 , 210.0 ,"310,587 ","9,897 ",34.11 ,6.09 ,"7,350.0 ",680.2 ,"8,419 ","1,072 ","16,610.00 ",436.90 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,851 ,292 ,16 ,27 ,30 ,292.90 , 230.0 ,"347,111 ","11,250 ",34.43 ,6.20 ,"8,160.0 ",770.5 ,"9,340 ","1,213 ","19,020.00 ",579.32 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,859 ,293 ,17 ,31 ,30 ,324.90 , 255.0 ,"395,086 ","13,049 ",34.87 ,6.34 ,"9,200.0 ",890.7 ,"10,524 ","1,400 ","22,270.00 ",806.25 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,900 x 300,890 ,299 ,15 ,23 ,28 ,270.90 , 213.0 ,"345,314 ","10,285 ",35.70 ,6.16 ,"7,760.0 ",688.0 ,"8,914 ","1,085 ","19,260.00 ",405.82 ,,,,,,,,,,,,,,,,,,,,
,,,894 ,299 ,15 ,25 ,28 ,282.80 , 222.0 ,"369,105 ","11,176 ",36.13 ,6.29 ,"8,260.0 ",747.6 ,"9,447 ","1,174 ","21,030.00 ",473.46 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,900 ,300 ,16 ,28 ,28 ,309.80 , 243.0 ,"411,267 ","12,644 ",36.44 ,6.39 ,"9,140.0 ",843.0 ,"10,454 ","1,324 ","23,950.00 ",628.06 ,,,,,,,,,,,,,,,,,,,,
,,,906 ,301 ,17 ,31 ,28 ,336.80 , 264.0 ,"454,157 ","14,141 ",36.72 ,6.48 ,"10,030.0 ",939.6 ,"11,472 ","1,475 ","26,970.00 ",815.98 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,912 ,302 ,18 ,34 ,28 ,364.00 , 286.0 ,"497,785 ","15,667 ",36.98 ,6.56 ,"10,920.0 ","1,040.0 ","12,501 ","1,629 ","30,080.00 ","1,040.00 ",,,,,,,,,,,,,,,,,,,,
,,,918 ,303 ,19 ,37 ,28 ,391.30 , 307.0 ,"542,159 ","17,221 ",37.22 ,6.63 ,"11,810.0 ","1,140.0 ","13,541 ","1,785 ","33,290.00 ","1,300.00 ",,,,,,,,,,,,,,,,,,,,
,,950 x 300,919 ,304 ,17 ,28 ,30 ,324.70 , 255.0 ,"442,985 ","13,166 ",36.94 ,6.37 ,"9,640.0 ",866.2 ,"11,078 ","1,368 ","26,020.00 ",684.22 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,923 ,305 ,18 ,30 ,30 ,346.10 , 272.0 ,"475,324 ","14,250 ",37.06 ,6.42 ,"10,300.0 ",934.4 ,"11,851 ","1,477 ","28,280.00 ",824.99 ,1 ,1 ,,,,,,,,,,,,,,,,,,
,,,933 ,308 ,21 ,35 ,30 ,404.60 , 318.0 ,"561,294 ","17,136 ",37.25 ,6.51 ,"12,030.0 ","1,110.0 ","13,919 ","1,769 ","34,360.00 ","1,290.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,,943 ,309 ,22 ,40 ,30 ,444.80 , 349.0 ,"636,031 ","19,772 ",37.81 ,6.67 ,"13,490.0 ","1,280.0 ","15,586 ","2,028 ","40,100.00 ","1,770.00 ",1 ,1 ,,,,,,,,,,,,,,,,,,
,,   * 는 KS(JIS)에 없는 규격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
